index,Day,Probability
1,2,0.0027397260273972603
2,18,0.10410958904109589
3,22,0.07397260273972603
4,46,0.0273972602739726
5,62,0.20273972602739726
6,68,0.005479452054794521
7,78,0.0027397260273972603
8,203,0.08767123287671233
9,205,0.0958904109589041
10,227,0.008219178082191782
11,229,0.06301369863013698
12,267,0.09863013698630137
13,274,0.010958904109589041
14,305,0.0027397260273972603
15,338,0.0958904109589041
16,361,0.11780821917808218
